CustomerID,min_recency,max_recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,Segmented
16986,29.0,30.0,2,1873.2,2,3,1,231,Potential Big Spender
16987,3.0,205.0,7,1616.8,1,1,2,112,Need More Treatment
16988,5.0,5.0,1,126.12,1,4,4,144,Need More Treatment
16989,7.0,150.0,6,1133.25,1,1,2,112,Need More Treatment
16990,218.0,218.0,1,179.0,4,4,4,444,Lost Cheap Customer
16992,10.0,284.0,5,1614.31,1,2,2,122,Potential Customer
16996,30.0,353.0,6,1456.96,2,1,2,212,Potential Customer
16997,288.0,325.0,3,702.0,4,2,2,422,Potential Customer
16998,149.0,304.0,4,295.0,4,2,4,424,Potential Customer
16999,23.0,74.0,2,484.82,2,3,3,233,Need More Treatment
17001,0.0,358.0,11,3989.5699999999997,1,1,1,111,Best Customer
17002,85.0,290.0,3,1487.7800000000002,3,2,2,322,Potential Customer
17004,46.0,92.0,2,1312.1399999999996,2,3,2,232,Need More Treatment
17006,4.0,75.0,4,781.78,1,2,2,122,Potential Customer
17007,50.0,357.0,6,877.4300000000001,2,1,2,212,Potential Customer
17010,18.0,18.0,1,185.46000000000004,2,4,4,244,Need More Treatment
17011,30.0,30.0,1,270.90000000000003,2,4,4,244,Need More Treatment
17014,8.0,66.0,3,562.6800000000001,1,2,3,123,Potential Customer
17015,28.0,185.0,3,1838.6100000000001,2,2,1,221,Potential Big Spender
17017,2.0,372.0,20,8669.31,1,1,1,111,Best Customer
17018,40.0,325.0,2,920.1,2,3,2,232,Need More Treatment
17019,11.0,368.0,4,1258.08,1,2,2,122,Potential Customer
17022,31.0,31.0,1,71.0,2,4,4,244,Need More Treatment
17024,45.0,157.0,3,95.85,2,2,4,224,Potential Customer
17025,60.0,373.0,3,357.77,3,2,3,323,Potential Customer
17026,185.0,369.0,2,154.82999999999998,4,3,4,434,Need More Treatment
17027,78.0,317.0,6,835.8599999999998,3,1,2,312,Need More Treatment
17029,110.0,236.0,2,716.0,3,3,2,332,Need More Treatment
17030,63.0,63.0,1,146.87,3,4,4,344,Need More Treatment
17031,11.0,154.0,2,380.35,1,3,3,133,Need More Treatment
17033,86.0,359.0,3,1030.1399999999999,3,2,2,322,Potential Customer
17034,16.0,287.0,3,734.5699999999999,1,2,2,122,Potential Customer
17035,245.0,311.0,2,388.3300000000001,4,3,3,433,Need More Treatment
17037,87.0,87.0,1,1253.2199999999996,3,4,2,342,Need More Treatment
17038,30.0,30.0,1,112.40000000000003,2,4,4,244,Need More Treatment
17040,137.0,137.0,1,449.7299999999999,3,4,3,343,Need More Treatment
17041,26.0,360.0,3,1055.6899999999998,2,2,2,222,Normal Customer
17042,2.0,247.0,5,1036.58,1,2,2,122,Potential Customer
17043,32.0,266.0,4,1735.1799999999998,2,2,1,221,Potential Big Spender
17044,25.0,25.0,1,932.5300000000001,2,4,2,242,Need More Treatment
17045,113.0,247.0,3,339.43999999999994,3,2,3,323,Potential Customer
17046,157.0,157.0,1,642.0199999999999,4,4,3,443,Need More Treatment
17047,85.0,205.0,3,1100.8999999999999,3,2,2,322,Potential Customer
17048,117.0,331.0,3,864.3200000000002,3,2,2,322,Potential Customer
17049,2.0,275.0,9,5621.630000000001,1,1,1,111,Best Customer
17050,96.0,299.0,6,3185.64,3,1,1,311,Almost Lost Customer
17051,194.0,194.0,1,240.89,4,4,4,444,Lost Cheap Customer
17052,28.0,28.0,1,399.09,2,4,3,243,Need More Treatment
17053,130.0,130.0,1,496.37999999999994,3,4,3,343,Need More Treatment
17054,28.0,245.0,5,1356.33,2,2,2,222,Normal Customer
17058,81.0,239.0,3,1179.89,3,2,2,322,Potential Customer
17059,29.0,369.0,5,3080.39,2,2,1,221,Potential Big Spender
17060,266.0,266.0,1,234.24,4,4,4,444,Lost Cheap Customer
17061,73.0,232.0,11,5116.129999999999,3,1,1,311,Almost Lost Customer
17062,313.0,369.0,4,528.29,4,2,3,423,Potential Customer
17063,21.0,289.0,7,1421.79,2,1,2,212,Potential Customer
17064,58.0,327.0,3,855.45,3,2,2,322,Potential Customer
17068,12.0,368.0,21,4545.89,1,1,1,111,Best Customer
17069,28.0,373.0,9,2671.67,2,1,1,211,Potential Big Spender
17070,114.0,114.0,1,304.23999999999995,3,4,3,343,Need More Treatment
17071,28.0,309.0,9,2392.9300000000003,2,1,1,211,Potential Big Spender
17073,17.0,109.0,4,1444.8399999999997,1,2,2,122,Potential Customer
17075,17.0,317.0,4,813.77,1,2,2,122,Potential Customer
17076,36.0,364.0,3,841.0799999999999,2,2,2,222,Normal Customer
17078,36.0,36.0,2,375.86000000000007,2,3,3,233,Need More Treatment
17079,78.0,78.0,1,118.80000000000001,3,4,4,344,Need More Treatment
17080,22.0,269.0,2,285.5,2,3,4,234,Need More Treatment
17081,25.0,46.0,2,288.90999999999997,2,3,4,234,Need More Treatment
17082,33.0,318.0,2,2003.85,2,3,1,231,Potential Big Spender
17083,109.0,303.0,3,1405.7799999999997,3,2,2,322,Potential Customer
17084,35.0,35.0,2,2747.99,2,3,1,231,Potential Big Spender
17085,123.0,362.0,5,1552.45,3,2,2,322,Potential Customer
17086,7.0,63.0,6,2050.0800000000004,1,1,1,111,Best Customer
17088,28.0,253.0,4,1991.01,2,2,1,221,Potential Big Spender
17090,4.0,354.0,7,1974.65,1,1,1,111,Best Customer
17091,2.0,367.0,9,3802.8100000000004,1,1,1,111,Best Customer
17092,50.0,277.0,4,1774.03,2,2,1,221,Potential Big Spender
17094,322.0,322.0,1,270.19999999999993,4,4,4,444,Lost Cheap Customer
17095,22.0,334.0,3,1296.3599999999997,2,2,2,222,Normal Customer
17096,15.0,261.0,4,997.63,1,2,2,122,Potential Customer
17097,2.0,365.0,8,941.6700000000003,1,1,2,112,Need More Treatment
17100,18.0,18.0,2,971.74,2,3,2,232,Need More Treatment
17101,10.0,178.0,4,1621.73,1,2,1,121,Potential Big Spender
17102,261.0,261.0,1,25.5,4,4,4,444,Lost Cheap Customer
17105,159.0,306.0,2,665.78,4,3,2,432,Need More Treatment
17107,33.0,278.0,6,10797.48,2,1,1,211,Potential Big Spender
17109,29.0,232.0,6,873.6099999999999,2,1,2,212,Potential Customer
17110,165.0,165.0,1,163.29999999999998,4,4,4,444,Lost Cheap Customer
17111,47.0,47.0,1,231.60999999999999,2,4,4,244,Need More Treatment
17114,5.0,334.0,8,778.9699999999999,1,1,2,112,Need More Treatment
17115,8.0,233.0,3,819.6500000000001,1,2,2,122,Potential Customer
17117,288.0,288.0,1,116.19999999999997,4,4,4,444,Lost Cheap Customer
17118,317.0,317.0,1,157.02,4,4,4,444,Lost Cheap Customer
17119,3.0,59.0,2,593.61,1,3,3,133,Need More Treatment
17120,233.0,233.0,1,307.46,4,4,3,443,Need More Treatment
17122,119.0,119.0,1,138.32,3,4,4,344,Need More Treatment
17123,161.0,161.0,1,345.29999999999995,4,4,3,443,Need More Treatment
17124,185.0,185.0,1,294.24,4,4,4,444,Lost Cheap Customer
17125,50.0,50.0,1,230.49999999999997,2,4,4,244,Need More Treatment
17126,152.0,362.0,5,989.45,4,2,2,422,Potential Customer
17128,334.0,334.0,1,157.09,4,4,4,444,Lost Cheap Customer
17131,5.0,75.0,5,2463.17,1,2,1,121,Potential Big Spender
17133,15.0,266.0,7,4892.240000000002,1,1,1,111,Best Customer
17134,106.0,264.0,2,413.19999999999993,3,3,3,333,Need More Treatment
17135,16.0,371.0,7,1139.73,1,1,2,112,Need More Treatment
17138,275.0,275.0,1,380.5,4,4,3,443,Need More Treatment
17139,15.0,288.0,12,10624.770000000004,1,1,1,111,Best Customer
17140,247.0,247.0,1,454.12,4,4,3,443,Need More Treatment
17142,239.0,239.0,1,579.0,4,4,3,443,Need More Treatment
17144,1.0,84.0,2,984.5699999999999,1,3,2,132,Need More Treatment
17146,105.0,358.0,3,749.7800000000001,3,2,2,322,Potential Customer
17147,22.0,311.0,4,1698.09,2,2,1,221,Potential Big Spender
17148,51.0,51.0,1,124.88,3,4,4,344,Need More Treatment
17152,194.0,263.0,3,1689.5,4,2,1,421,Potential Big Spender
17153,24.0,24.0,1,213.77999999999997,2,4,4,244,Need More Treatment
17154,75.0,75.0,1,329.34000000000003,3,4,3,343,Need More Treatment
17155,17.0,177.0,2,251.7,1,3,4,134,Need More Treatment
17157,7.0,176.0,2,306.55000000000007,1,3,3,133,Need More Treatment
17158,32.0,360.0,3,1266.97,2,2,2,222,Normal Customer
17159,21.0,171.0,3,1534.7300000000002,2,2,2,222,Normal Customer
17160,31.0,241.0,6,3518.0300000000007,2,1,1,211,Potential Big Spender
17162,28.0,305.0,10,1707.21,2,1,1,211,Potential Big Spender
17163,21.0,78.0,2,293.1,2,3,4,234,Need More Treatment
17164,32.0,273.0,7,2466.399999999999,2,1,1,211,Potential Big Spender
17165,284.0,284.0,1,158.68,4,4,4,444,Lost Cheap Customer
17166,38.0,203.0,2,189.49,2,3,4,234,Need More Treatment
17169,57.0,183.0,2,816.8799999999999,3,3,2,332,Need More Treatment
17171,289.0,289.0,1,224.90999999999997,4,4,4,444,Lost Cheap Customer
17172,78.0,78.0,1,317.76,3,4,3,343,Need More Treatment
17173,5.0,131.0,8,3766.6000000000004,1,1,1,111,Best Customer
17174,217.0,217.0,1,59.9,4,4,4,444,Lost Cheap Customer
17175,44.0,296.0,4,1430.94,2,2,2,222,Normal Customer
17176,201.0,201.0,1,306.13,4,4,3,443,Need More Treatment
17179,178.0,361.0,3,711.79,4,2,2,422,Potential Customer
17180,56.0,316.0,4,769.77,3,2,2,322,Potential Customer
17181,57.0,373.0,2,239.92,3,3,4,334,Need More Treatment
17183,7.0,105.0,6,3347.31,1,1,1,111,Best Customer
17186,46.0,60.0,2,144.0,2,3,4,234,Need More Treatment
17187,226.0,226.0,1,203.95,4,4,4,444,Lost Cheap Customer
17188,11.0,362.0,7,2301.98,1,1,1,111,Best Customer
17189,106.0,359.0,2,383.74999999999994,3,3,3,333,Need More Treatment
17190,58.0,207.0,2,249.74,3,3,4,334,Need More Treatment
17191,28.0,368.0,7,2093.68,2,1,1,211,Potential Big Spender
17193,35.0,176.0,7,1682.76,2,1,1,211,Potential Big Spender
17194,360.0,360.0,1,226.78000000000003,4,4,4,444,Lost Cheap Customer
17197,29.0,29.0,1,1013.01,2,4,2,242,Need More Treatment
17198,23.0,371.0,3,692.2199999999999,2,2,2,222,Normal Customer
17201,53.0,53.0,1,289.78000000000003,3,4,4,344,Need More Treatment
17203,35.0,60.0,6,3560.08,2,1,1,211,Potential Big Spender
17204,175.0,263.0,4,1421.2600000000002,4,2,2,422,Potential Customer
17205,53.0,53.0,1,384.08,3,4,3,343,Need More Treatment
17206,53.0,53.0,1,204.24,3,4,4,344,Need More Treatment
17211,26.0,369.0,8,2299.67,2,1,1,211,Potential Big Spender
17212,253.0,253.0,1,226.85,4,4,4,444,Lost Cheap Customer
17213,40.0,366.0,7,2748.28,2,1,1,211,Potential Big Spender
17214,60.0,359.0,6,974.1200000000001,3,1,2,312,Need More Treatment
17217,234.0,234.0,1,113.5,4,4,4,444,Lost Cheap Customer
17218,4.0,368.0,10,1951.9699999999998,1,1,1,111,Best Customer
17219,31.0,31.0,1,114.23,2,4,4,244,Need More Treatment
17220,24.0,364.0,14,3187.550000000001,2,1,1,211,Potential Big Spender
17221,7.0,36.0,2,334.48,1,3,3,133,Need More Treatment
17222,65.0,65.0,1,328.65,3,4,3,343,Need More Treatment
17223,310.0,368.0,2,381.89,4,3,3,433,Need More Treatment
17226,308.0,308.0,1,393.48999999999995,4,4,3,443,Need More Treatment
17227,18.0,368.0,6,939.32,2,1,2,212,Potential Customer
17228,15.0,372.0,8,1906.0899999999997,1,1,1,111,Best Customer
17229,96.0,142.0,2,318.76,3,3,3,333,Need More Treatment
17230,264.0,359.0,8,3470.22,4,1,1,411,Lost Customer
17231,12.0,361.0,10,3116.77,1,1,1,111,Best Customer
17232,2.0,14.0,2,417.77000000000004,1,3,3,133,Need More Treatment
17233,35.0,35.0,1,190.88,2,4,4,244,Need More Treatment
17234,182.0,182.0,1,149.89,4,4,4,444,Lost Cheap Customer
17235,25.0,372.0,2,550.06,2,3,3,233,Need More Treatment
17236,12.0,362.0,6,916.1299999999999,1,1,2,112,Need More Treatment
17237,11.0,22.0,2,314.69,1,3,3,133,Need More Treatment
17238,2.0,371.0,17,3719.1,1,1,1,111,Best Customer
17239,312.0,312.0,1,382.50000000000006,4,4,3,443,Need More Treatment
17242,108.0,180.0,2,1135.04,3,3,2,332,Need More Treatment
17243,1.0,369.0,26,8511.899999999998,1,1,1,111,Best Customer
17244,53.0,53.0,1,954.8999999999997,3,4,2,342,Need More Treatment
17245,204.0,204.0,1,171.45,4,4,4,444,Lost Cheap Customer
17247,15.0,15.0,1,280.09,1,4,4,144,Need More Treatment
17248,120.0,120.0,1,318.65000000000003,3,4,3,343,Need More Treatment
17250,3.0,261.0,2,381.97,1,3,3,133,Need More Treatment
17251,362.0,362.0,1,269.83000000000004,4,4,4,444,Lost Cheap Customer
17252,116.0,186.0,2,348.9099999999999,3,3,3,333,Need More Treatment
17253,18.0,18.0,1,178.26,2,4,4,244,Need More Treatment
17254,4.0,15.0,2,271.19000000000005,1,3,4,134,Need More Treatment
17255,40.0,299.0,2,291.48,2,3,4,234,Need More Treatment
17256,107.0,312.0,2,240.0,3,3,4,334,Need More Treatment
17259,148.0,368.0,2,581.23,4,3,3,433,Need More Treatment
17262,52.0,366.0,5,1253.3600000000001,3,2,2,322,Potential Customer
17263,208.0,208.0,1,63.440000000000005,4,4,4,444,Lost Cheap Customer
17265,138.0,180.0,2,550.0099999999999,3,3,3,333,Need More Treatment
17266,2.0,147.0,3,296.58000000000004,1,2,4,124,Potential Customer
17267,127.0,127.0,2,317.19999999999993,3,3,3,333,Need More Treatment
17268,107.0,245.0,4,763.64,3,2,2,322,Potential Customer
17272,42.0,262.0,4,2148.6299999999997,2,2,1,221,Potential Big Spender
17274,35.0,35.0,1,107.82000000000002,2,4,4,244,Need More Treatment
17277,227.0,322.0,2,1065.3500000000001,4,3,2,432,Need More Treatment
17278,241.0,241.0,1,246.04000000000008,4,4,4,444,Lost Cheap Customer
17279,57.0,57.0,1,187.82999999999998,3,4,4,344,Need More Treatment
17282,130.0,299.0,3,1685.46,3,2,1,321,Potential Big Spender
17284,60.0,336.0,6,1636.5800000000002,3,1,1,311,Almost Lost Customer
17286,21.0,21.0,1,151.37000000000006,2,4,4,244,Need More Treatment
17287,26.0,372.0,7,1049.06,2,1,2,212,Potential Customer
17288,9.0,358.0,7,1417.63,1,1,2,112,Need More Treatment
17289,31.0,180.0,3,922.77,2,2,2,222,Normal Customer
17290,3.0,16.0,2,513.01,1,3,3,133,Need More Treatment
17291,308.0,308.0,1,550.8000000000001,4,4,3,443,Need More Treatment
17293,8.0,361.0,9,1854.06,1,1,1,111,Best Customer
17295,28.0,64.0,3,546.9999999999999,2,2,3,223,Potential Customer
17297,17.0,17.0,1,128.18000000000004,1,4,4,144,Need More Treatment
17298,101.0,124.0,2,498.4200000000001,3,3,3,333,Need More Treatment
17299,11.0,173.0,4,656.6099999999999,1,2,2,122,Potential Customer
17301,21.0,21.0,1,163.24000000000007,2,4,4,244,Need More Treatment
17302,14.0,305.0,5,1119.93,1,2,2,122,Potential Customer
17303,361.0,361.0,1,250.03999999999994,4,4,4,444,Lost Cheap Customer
17306,10.0,353.0,19,8614.509999999998,1,1,1,111,Best Customer
17309,95.0,95.0,1,82.75,3,4,4,344,Need More Treatment
17311,78.0,316.0,2,1384.85,3,3,2,332,Need More Treatment
17312,138.0,159.0,3,644.3,3,2,3,323,Potential Customer
17313,31.0,31.0,1,2291.81,2,4,1,241,Need More Treatment
17314,24.0,312.0,8,2514.7599999999993,2,1,1,211,Potential Big Spender
17315,1.0,357.0,36,6224.750000000001,1,1,1,111,Best Customer
17317,46.0,89.0,3,2600.34,2,2,1,221,Potential Big Spender
17320,100.0,368.0,3,1200.62,3,2,2,322,Potential Customer
17321,8.0,67.0,2,657.1599999999999,1,3,2,132,Need More Treatment
17323,15.0,292.0,7,895.99,1,1,2,112,Need More Treatment
17324,17.0,366.0,4,986.48,1,2,2,122,Potential Customer
17325,280.0,280.0,1,96.8,4,4,4,444,Lost Cheap Customer
17329,14.0,315.0,2,523.11,1,3,3,133,Need More Treatment
17330,22.0,67.0,2,363.9,2,3,3,233,Need More Treatment
17331,123.0,123.0,1,175.2,3,4,4,344,Need More Treatment
17333,85.0,85.0,1,494.24999999999994,3,4,3,343,Need More Treatment
17334,302.0,308.0,2,306.6,4,3,3,433,Need More Treatment
17337,151.0,310.0,4,1931.4600000000007,4,2,1,421,Potential Big Spender
17338,17.0,361.0,8,6484.750000000001,1,1,1,111,Best Customer
17339,94.0,365.0,2,243.36,3,3,4,334,Need More Treatment
17340,29.0,366.0,11,12312.240000000002,2,1,1,211,Potential Big Spender
17341,156.0,366.0,3,682.29,4,2,2,422,Potential Customer
17343,355.0,355.0,1,193.63999999999996,4,4,4,444,Lost Cheap Customer
17344,46.0,46.0,1,157.61999999999995,2,4,4,244,Need More Treatment
17345,15.0,196.0,4,519.69,1,2,3,123,Potential Customer
17346,3.0,373.0,15,2557.9000000000005,1,1,1,111,Best Customer
17347,86.0,86.0,1,228.96,3,4,4,344,Need More Treatment
17348,14.0,297.0,5,1156.6000000000001,1,2,2,122,Potential Customer
17349,179.0,179.0,1,98.25,4,4,4,444,Lost Cheap Customer
17350,8.0,51.0,4,1251.4399999999998,1,2,2,122,Potential Customer
17351,36.0,273.0,3,587.15,2,2,3,223,Potential Customer
17353,129.0,154.0,2,1740.0,3,3,1,331,Need More Treatment
17354,50.0,50.0,1,1393.06,2,4,2,242,Need More Treatment
17356,311.0,311.0,1,178.21999999999997,4,4,4,444,Lost Cheap Customer
17357,24.0,24.0,2,384.3899999999999,2,3,3,233,Need More Treatment
17358,303.0,355.0,2,360.81,4,3,3,433,Need More Treatment
17359,11.0,11.0,1,127.85999999999999,1,4,4,144,Need More Treatment
17360,17.0,184.0,3,568.24,1,2,3,123,Potential Customer
17361,49.0,291.0,3,488.20000000000005,2,2,3,223,Potential Customer
17362,239.0,309.0,2,312.23,4,3,3,433,Need More Treatment
17364,0.0,331.0,11,4437.23,1,1,1,111,Best Customer
17365,12.0,332.0,8,4762.319999999999,1,1,1,111,Best Customer
17367,238.0,238.0,1,167.55,4,4,4,444,Lost Cheap Customer
17368,23.0,337.0,8,1471.9600000000003,2,1,2,212,Potential Customer
17370,72.0,169.0,4,446.18,3,2,3,323,Potential Customer
17371,17.0,361.0,3,418.4,1,2,3,123,Potential Customer
17372,40.0,362.0,8,1337.1800000000003,2,1,2,212,Potential Customer
17373,40.0,312.0,4,646.92,2,2,3,223,Potential Customer
17374,218.0,281.0,2,495.77000000000004,4,3,3,433,Need More Treatment
17375,199.0,361.0,3,400.1,4,2,3,423,Potential Customer
17376,70.0,311.0,2,203.2,3,3,4,334,Need More Treatment
17377,23.0,373.0,20,4058.32,2,1,1,211,Potential Big Spender
17379,11.0,11.0,1,389.72,1,4,3,143,Need More Treatment
17381,8.0,372.0,29,20275.61,1,1,1,111,Best Customer
17382,65.0,65.0,1,65.4,3,4,4,344,Need More Treatment
17383,4.0,4.0,1,193.39000000000001,1,4,4,144,Need More Treatment
17384,19.0,219.0,2,336.4,2,3,3,233,Need More Treatment
17385,14.0,14.0,1,256.11000000000007,1,4,4,144,Need More Treatment
17386,7.0,165.0,6,2686.42,1,1,1,111,Best Customer
17387,19.0,33.0,2,746.8100000000001,2,3,2,232,Need More Treatment
17388,77.0,287.0,4,1259.5600000000002,3,2,2,322,Potential Customer
17389,0.0,331.0,34,31820.93,1,1,1,111,Best Customer
17391,163.0,164.0,2,508.8,4,3,3,433,Need More Treatment
17392,306.0,358.0,2,411.27000000000004,4,3,3,433,Need More Treatment
17394,219.0,219.0,1,203.86999999999995,4,4,4,444,Lost Cheap Customer
17396,39.0,371.0,7,7312.8,2,1,1,211,Potential Big Spender
17397,22.0,22.0,2,681.4099999999999,2,3,2,232,Need More Treatment
17398,114.0,255.0,3,653.3800000000001,3,2,2,322,Potential Customer
17400,126.0,353.0,5,2097.8399999999992,3,2,1,321,Potential Big Spender
17402,4.0,369.0,12,2598.8500000000004,1,1,1,111,Best Customer
17403,36.0,36.0,1,263.92,2,4,4,244,Need More Treatment
17404,4.0,360.0,13,31543.819999999996,1,1,1,111,Best Customer
17405,1.0,150.0,3,1000.4000000000001,1,2,2,122,Potential Customer
17406,333.0,366.0,3,1883.2200000000003,4,2,1,421,Potential Big Spender
17408,163.0,163.0,1,32.65,4,4,4,444,Lost Cheap Customer
17409,184.0,248.0,2,771.8500000000001,4,3,2,432,Need More Treatment
17410,16.0,215.0,5,1214.72,1,2,2,122,Potential Customer
17411,12.0,261.0,3,778.94,1,2,2,122,Potential Customer
17412,2.0,372.0,7,1258.06,1,1,2,112,Need More Treatment
17414,43.0,184.0,2,778.0,2,3,2,232,Need More Treatment
17415,79.0,79.0,1,507.8399999999999,3,4,3,343,Need More Treatment
17416,29.0,281.0,7,6838.34,2,1,1,211,Potential Big Spender
17418,42.0,323.0,2,463.46000000000004,2,3,3,233,Need More Treatment
17419,11.0,367.0,12,4200.969999999999,1,1,1,111,Best Customer
17420,50.0,373.0,3,598.8299999999999,2,2,3,223,Potential Customer
17422,16.0,296.0,6,1880.3500000000004,1,1,1,111,Best Customer
17423,46.0,217.0,2,663.63,2,3,2,232,Need More Treatment
17425,19.0,60.0,2,759.1699999999995,2,3,2,232,Need More Treatment
17426,8.0,282.0,6,5037.259999999999,1,1,1,111,Best Customer
17427,71.0,71.0,1,100.8,3,4,4,344,Need More Treatment
17428,0.0,368.0,28,17196.199999999997,1,1,1,111,Best Customer
17429,128.0,218.0,3,515.0699999999999,3,2,3,323,Potential Customer
17430,32.0,365.0,2,265.76,2,3,4,234,Need More Treatment
17431,313.0,313.0,1,403.30000000000007,4,4,3,443,Need More Treatment
17432,18.0,37.0,2,365.76,2,3,3,233,Need More Treatment
17433,88.0,88.0,1,303.16,3,4,3,343,Need More Treatment
17434,2.0,85.0,7,2333.42,1,1,1,111,Best Customer
17436,1.0,226.0,2,216.29999999999998,1,3,4,134,Need More Treatment
17438,253.0,253.0,1,378.30000000000007,4,4,3,443,Need More Treatment
17440,156.0,247.0,3,185.25,4,2,4,424,Potential Customer
17442,36.0,290.0,6,2231.0099999999998,2,1,1,211,Potential Big Spender
17443,219.0,219.0,1,534.24,4,4,3,443,Need More Treatment
17444,151.0,172.0,2,2389.1000000000004,4,3,1,431,Potential Big Spender
17446,176.0,310.0,2,120.9,4,3,4,434,Need More Treatment
17447,40.0,71.0,2,541.53,2,3,3,233,Need More Treatment
17449,2.0,359.0,7,2516.21,1,1,1,111,Best Customer
17450,8.0,367.0,46,194390.78999999995,1,1,1,111,Best Customer
17451,1.0,105.0,7,1678.6499999999999,1,1,1,111,Best Customer
17453,17.0,64.0,2,486.71999999999997,1,3,3,133,Need More Treatment
17454,192.0,359.0,4,517.53,4,2,3,423,Potential Customer
17455,203.0,203.0,1,131.7,4,4,4,444,Lost Cheap Customer
17456,365.0,365.0,1,249.85999999999999,4,4,4,444,Lost Cheap Customer
17457,126.0,339.0,5,1737.7,3,2,1,321,Potential Big Spender
17458,15.0,15.0,1,316.49999999999994,1,4,3,143,Need More Treatment
17459,43.0,60.0,2,657.3,2,3,2,232,Need More Treatment
17460,94.0,373.0,6,540.8800000000001,3,1,3,313,Need More Treatment
17461,22.0,29.0,3,735.8199999999998,2,2,2,222,Normal Customer
17462,60.0,284.0,2,662.94,3,3,2,332,Need More Treatment
17463,16.0,313.0,5,1870.9599999999998,1,2,1,121,Potential Big Spender
17464,158.0,158.0,1,289.96000000000004,4,4,4,444,Lost Cheap Customer
17466,10.0,78.0,2,763.28,1,3,2,132,Need More Treatment
17468,10.0,14.0,2,137.0,1,3,4,134,Need More Treatment
17469,16.0,204.0,5,1843.0600000000002,1,2,1,121,Potential Big Spender
17470,44.0,367.0,5,1125.07,2,2,2,222,Normal Customer
17472,191.0,299.0,3,697.54,4,2,2,422,Potential Customer
17475,79.0,79.0,1,194.36999999999995,3,4,4,344,Need More Treatment
17480,77.0,77.0,1,506.32,3,4,3,343,Need More Treatment
17481,3.0,93.0,4,1249.3400000000001,1,2,2,122,Potential Customer
17483,65.0,183.0,3,414.04,3,2,3,323,Potential Customer
17486,261.0,261.0,1,396.87000000000006,4,4,3,443,Need More Treatment
17489,58.0,212.0,2,376.64000000000004,3,3,3,333,Need More Treatment
17490,0.0,176.0,7,2049.04,1,1,1,111,Best Customer
17491,1.0,367.0,10,3541.92,1,1,1,111,Best Customer
17492,248.0,248.0,1,374.57,4,4,3,443,Need More Treatment
17495,7.0,38.0,2,497.56000000000006,1,3,3,133,Need More Treatment
17496,358.0,358.0,1,271.04999999999995,4,4,4,444,Lost Cheap Customer
17498,75.0,75.0,1,272.21999999999997,3,4,4,344,Need More Treatment
17499,289.0,289.0,1,622.88,4,4,3,443,Need More Treatment
17500,17.0,29.0,3,1138.0,1,2,2,122,Potential Customer
17501,220.0,220.0,2,288.6,4,3,4,434,Need More Treatment
17502,9.0,29.0,4,689.1000000000001,1,2,2,122,Potential Customer
17503,2.0,38.0,2,558.96,1,3,3,133,Need More Treatment
17504,206.0,322.0,9,2778.9300000000007,4,1,1,411,Lost Customer
17505,161.0,205.0,2,1145.8400000000001,4,3,2,432,Need More Treatment
17506,75.0,75.0,1,294.29,3,4,4,344,Need More Treatment
17507,261.0,309.0,2,605.5799999999999,4,3,3,433,Need More Treatment
17508,280.0,280.0,1,387.31,4,4,3,443,Need More Treatment
17509,57.0,63.0,8,6083.640000000001,3,1,1,311,Almost Lost Customer
17510,24.0,24.0,1,308.48,2,4,3,243,Need More Treatment
17511,2.0,373.0,31,90772.2,1,1,1,111,Best Customer
17512,28.0,301.0,10,2920.0399999999995,2,1,1,211,Potential Big Spender
17513,72.0,72.0,1,513.2,3,4,3,343,Need More Treatment
17514,128.0,128.0,1,208.65,3,4,4,344,Need More Treatment
17515,31.0,318.0,4,639.02,2,2,3,223,Potential Customer
17516,15.0,285.0,5,764.8800000000001,1,2,2,122,Potential Customer
17517,308.0,308.0,1,153.94,4,4,4,444,Lost Cheap Customer
17519,17.0,368.0,6,1839.0700000000002,1,1,1,111,Best Customer
17520,53.0,53.0,1,546.8100000000001,3,4,3,343,Need More Treatment
17521,29.0,199.0,3,723.2099999999999,2,2,2,222,Normal Customer
17522,1.0,218.0,5,1066.15,1,2,2,122,Potential Customer
17523,11.0,19.0,4,652.74,1,2,3,123,Potential Customer
17524,361.0,361.0,1,145.0,4,4,4,444,Lost Cheap Customer
17525,359.0,359.0,1,422.70000000000005,4,4,3,443,Need More Treatment
17526,4.0,365.0,4,969.5,1,2,2,122,Potential Customer
17527,53.0,218.0,4,888.8599999999999,3,2,2,322,Potential Customer
17528,1.0,71.0,8,3596.5,1,1,1,111,Best Customer
17530,1.0,365.0,10,2362.5299999999993,1,1,1,111,Best Customer
17531,190.0,190.0,1,296.70000000000005,4,4,4,444,Lost Cheap Customer
17534,53.0,53.0,1,223.36,3,4,4,344,Need More Treatment
17535,280.0,280.0,1,164.39999999999998,4,4,4,444,Lost Cheap Customer
17536,177.0,177.0,1,76.5,4,4,4,444,Lost Cheap Customer
17537,29.0,303.0,2,887.6700000000003,2,3,2,232,Need More Treatment
17538,25.0,25.0,1,98.42000000000002,2,4,4,244,Need More Treatment
17540,24.0,316.0,2,570.4,2,3,3,233,Need More Treatment
17542,269.0,269.0,1,170.75,4,4,4,444,Lost Cheap Customer
17545,43.0,43.0,3,642.3199999999999,2,2,3,223,Potential Customer
17548,233.0,233.0,1,0.0,4,4,4,444,Lost Cheap Customer
